fecha_hora,Temperatura_max_mean,Temperatura_max_std,Temperatura_min_mean,Temperatura_min_std,Temperatura_mean_mean,Temperatura_mean_std
2015-01-04,26.060000000000002,0.6972364104020008,14.738333333333335,1.3383127638111787,20.0948241902496,0.2844597842208709
2015-01-11,25.398311688311686,1.0742332571200341,15.789610389610386,1.2506470893509751,20.22320131818656,0.9115688093481438
2015-01-18,24.6762987012987,1.037495686285368,16.499675324675323,0.6384575319884503,19.77819120104044,0.6897406927039555
2015-01-25,24.19545454545454,1.1393059430559398,15.864285714285716,0.8777562411860849,18.97830091625857,0.6879839645149883
2015-02-01,24.45714285714286,1.5450278382074565,15.751948051948052,0.9052246030079246,19.37126701317769,0.875900669728405
2015-02-08,24.057142857142864,1.759149527323396,15.874025974025976,0.7365320077462076,19.197998358330455,1.179879749364079
2015-02-15,24.203896103896103,1.4849470868255685,16.283116883116882,0.822358437650965,19.299195534588822,1.0460259287073717
2015-02-22,26.11277056277056,0.9802471066467952,16.267748917748918,1.0724917615561755,20.354258086307457,0.8104291011845113
2015-03-01,25.648917748917746,0.6282893889289143,16.02857142857143,1.0411932993413708,19.960113900617827,0.5451751899705777
2015-03-08,25.12987012987013,1.5326141125643453,16.3025974025974,0.8314611341057447,19.927410972556544,0.7102986508012799
2015-03-15,26.605194805194802,1.677959620695818,16.946753246753246,1.7221485295181216,21.300127165841065,0.9680786415954986
2015-03-22,23.98701298701299,2.2421083035855727,15.80909090909091,0.939581460200247,18.716752394282604,1.1379405700100165
2015-03-29,25.136363636363637,0.9138877855092651,16.024675324675325,1.0655382757728387,19.66842483520436,0.9112671228250125
2015-04-05,24.233766233766236,2.0092869123079735,16.112987012987013,0.8103613169801448,19.03209536921279,1.17509471177833
2015-04-12,25.512987012987015,1.6274131387601505,15.978138528138526,1.1268312182722011,19.80471626310641,1.085940522823532
2015-04-19,24.683116883116885,1.0395390383474967,16.071428571428573,0.8290151061152855,18.806617343458086,0.7835169618871561
2015-04-26,26.12077922077922,1.3855148054509663,16.358441558441555,0.8922545533945351,20.366183340396407,1.0837966023925636
2015-05-03,26.020779220779218,1.4918440220315548,16.08831168831169,1.3288869888903858,20.521959449020155,1.1288140987300053
2015-05-10,26.676623376623375,1.569860647579146,16.48311688311688,0.6909926077377083,21.02199808795809,0.8927794678125607
2015-05-17,27.031168831168827,0.8036791849301159,17.272727272727273,0.8745728706791694,21.290807829445527,0.8767489276078325
2015-05-24,26.328571428571426,1.2794163031774564,16.37142857142857,1.1331896405775372,20.5885527530742,0.8947876085693558
2015-05-31,24.857142857142858,1.4243638028058143,16.061038961038964,0.9112855855290836,19.25017270915374,0.7815785983761226
2015-06-07,25.903896103896102,0.9636435009065899,16.58961038961039,1.0024059828506044,20.667049485018723,0.5854458502707061
2015-06-14,25.657142857142855,1.634405007092935,16.3987012987013,1.115076850918941,20.20636408373819,0.9838907600535763
2015-06-21,26.46363636363636,0.6972234892846173,16.705194805194804,0.5854149416869572,21.233823865817847,0.6512540706510919
2015-06-28,26.681818181818187,0.6374777824021046,16.827272727272728,1.2908973761463507,21.545136706714523,0.7153621582307764
2015-07-05,26.911688311688305,0.912742551015533,16.664935064935065,1.265353391984557,21.64203770952578,0.8744412507494171
2015-07-12,26.12727272727273,0.9374332530750504,16.612987012987013,0.926427765066271,20.832525025994833,0.6839643459188621
2015-07-19,25.58571428571429,1.058559136730286,16.022077922077923,1.0297739078736419,19.9740354816937,0.8474001721013183
2015-07-26,24.913766233766236,2.205280759179935,16.07930735930736,0.6450677147569901,19.860543589641296,1.3396533576804495
2015-08-02,26.53116883116883,0.6438373262999074,16.5038961038961,1.2120011069116936,21.269866431575593,0.8354089201179172
2015-08-09,26.25844155844156,2.2986631045785058,16.823376623376625,1.2289509490206547,21.152617761698494,1.5801041409625414
2015-08-16,25.338961038961035,1.3433878830274137,15.875324675324679,1.185360515860613,20.019704822482325,0.7417573129774453
2015-08-23,26.557792207792208,0.7469034232355045,16.076623376623377,0.9059895487005165,20.78511337481763,0.7072616907583118
2015-08-30,26.110606060606063,0.8167639695413711,16.13917748917749,1.538111130383996,20.71293668288184,0.8542322150009177
2015-09-06,26.659956709956706,1.2979722132801699,16.534199134199138,0.8504579079586999,21.320858329099877,0.843555643723546
2015-09-13,25.657532467532462,1.849265283982841,15.075411255411256,1.8868456552108481,20.324126421707092,1.3282852934715823
