fecha_hora_,Temperatura_max,Temperatura_min,Temperatura_mean,codigo
2014-02-10,27.7,17.9,22.291730368311313,201
2014-02-11,28.2,19.5,22.85333333333335,201
2014-02-12,28.8,19.2,23.0959722222222,201
2014-02-13,26.0,18.8,21.17506944444447,201
2014-02-14,24.7,18.2,20.577638888888867,201
2014-02-15,27.3,18.8,22.477638888888887,201
2014-02-16,28.2,17.5,22.31722222222229,201
2014-02-17,26.7,18.1,20.661736111111026,201
2014-02-18,27.2,17.0,21.197732603596602,201
2014-02-19,25.8,17.9,20.667847222222203,201
2014-02-20,25.5,18.2,20.781597222222178,201
2014-02-21,28.5,18.4,21.580486111111096,201
2014-02-22,24.5,18.5,20.92798611111117,201
2014-02-23,25.5,18.6,21.500625000000028,201
2014-02-24,28.9,18.6,21.879930555555575,201
2014-02-25,24.3,19.5,21.452638888888945,201
2014-02-26,27.4,18.6,22.231319444444424,201
2014-02-27,26.0,15.6,20.051458333333336,201
2014-02-28,29.1,17.3,20.820337881741327,201
2014-03-01,25.7,18.5,21.097550734779578,201
2014-03-02,27.1,15.9,20.827380125086858,201
2014-03-03,25.4,17.9,20.201666666666668,201
2014-03-04,27.3,17.4,20.628581871345013,201
2014-03-05,26.8,17.9,21.229034531360107,201
2014-03-06,27.9,16.7,20.79465277777772,201
2014-03-07,26.4,17.9,20.704930555555617,201
2014-03-08,26.5,17.9,20.11618055555549,201
2014-03-09,26.7,17.6,20.29583333333332,201
2014-03-10,27.0,18.0,21.238188153310098,201
2014-03-11,28.0,18.6,21.636357292393605,201
2014-03-12,26.1,15.9,20.107499999999987,201
2014-03-13,24.4,19.2,20.852013888888916,201
2014-03-14,24.9,18.3,20.93201388888889,201
2014-03-15,27.7,18.8,21.470694444444515,201
2014-03-16,27.7,17.7,20.747185545517727,201
2014-03-17,28.2,18.4,22.296180555555456,201
2014-03-18,25.6,19.6,21.69756775538567,201
2014-03-19,28.6,18.5,22.93916666666668,201
2014-03-20,28.6,19.5,23.39330578512398,201
2014-03-21,27.4,20.2,23.135232800555926,201
2014-03-22,29.2,19.7,23.34951388888892,201
2014-03-23,27.8,18.4,22.542569444444407,201
2014-03-24,25.9,19.1,21.6577083333334,201
2014-03-25,28.1,18.3,22.518181818181805,201
2014-03-26,27.9,19.2,21.795555555555474,201
2014-03-27,28.6,18.6,23.014722222222165,201
2014-03-28,30.0,18.0,23.190785498489543,201
2014-03-29,29.8,19.7,23.960416666666653,201
2014-03-30,29.8,18.5,22.945201668984716,201
2014-03-31,27.3,18.7,22.403541666666605,201
2014-04-01,29.4,17.3,23.08340277777776,201
2014-04-02,28.6,19.2,23.56678622668572,201
2014-04-03,27.3,19.7,22.231736111111147,201
2014-04-04,29.8,18.5,22.198472222222176,201
2014-04-05,29.8,18.7,23.51208333333335,201
2014-04-06,28.7,20.6,24.25133802816898,201
2014-04-07,29.7,18.4,23.74280750521201,201
2014-04-08,28.4,19.8,23.692409470752107,201
2014-04-09,26.4,19.3,21.985972222222287,201
2014-04-10,29.5,18.3,23.447847222222197,201
2014-04-11,29.0,20.0,23.340583738707444,201
2014-04-12,28.4,19.3,21.858749999999954,201
2014-04-13,29.6,17.2,23.108402777777755,201
2014-04-14,29.3,19.8,23.836249999999882,201
2014-04-15,26.1,18.1,20.486458333333335,201
2014-04-16,26.0,17.6,20.346041666666626,201
2014-04-17,28.4,17.7,21.746736111111105,201
2014-04-18,26.6,18.7,21.709540389972233,201
2014-04-19,28.1,18.8,22.385069444444397,201
2014-04-20,28.2,18.5,22.06916666666661,201
2014-04-21,27.6,17.6,21.318541666666594,201
2014-04-22,27.3,17.3,21.554236111111127,201
2014-04-23,27.7,18.1,21.151388888888903,201
2014-04-24,24.5,16.7,20.015833333333276,201
2014-04-25,28.9,17.5,21.560972222222208,201
2014-04-26,24.5,16.6,19.30194444444443,201
2014-04-27,27.3,17.3,21.007719054241992,201
2014-04-28,28.3,19.4,23.12479166666667,201
2014-04-29,29.0,19.0,22.94833333333333,201
2014-04-30,28.6,18.7,21.38177374301683,201
2014-05-01,27.0,19.0,21.146944444444458,201
2014-05-02,26.8,19.0,20.624652777777833,201
2014-05-03,29.2,18.4,22.51590277777772,201
2014-05-04,26.1,18.8,21.96298611111104,201
2014-05-05,29.3,19.1,22.60472222222219,201
2014-05-06,27.2,18.7,21.875208333333312,201
2014-05-07,22.5,17.1,19.74437500000004,201
2014-05-08,26.0,18.1,20.613865546218513,201
2014-05-09,24.4,17.0,18.803888888888782,201
2014-05-10,25.2,16.6,19.857430555555602,201
2014-05-11,25.2,16.4,19.922051639916223,201
2014-05-12,28.2,17.2,21.42336122733608,201
2014-05-13,30.0,17.8,23.141111111111083,201
2014-05-14,27.9,18.4,22.876666666666715,201
2014-05-15,26.2,18.0,20.906666666666677,201
2014-05-16,28.8,18.2,22.452777777777772,201
2014-05-17,26.2,17.8,20.73381944444449,201
2014-05-18,27.0,18.5,21.383125,201
2014-05-19,28.9,18.9,22.873819444444475,201
2014-05-20,27.2,18.5,21.040208667736827,201
2014-05-21,26.6,17.5,20.751007644197358,201
2014-05-22,29.5,18.3,22.3240972222222,201
2014-05-23,29.0,18.4,21.73783494105039,201
2014-05-26,28.6,21.0,24.907829977628616,201
2014-05-27,27.3,19.0,22.34606918238984,201
2014-05-28,29.3,18.2,22.78180555555559,201
2014-05-29,23.8,18.3,20.330924252953437,201
2014-05-30,28.1,18.4,22.26381944444444,201
2014-05-31,29.6,17.5,22.809652777777725,201
2014-06-01,27.8,18.8,22.7738888888888,201
2014-06-02,27.1,18.1,21.053819444444514,201
2014-06-03,27.6,17.6,22.251944444444455,201
2014-06-04,28.9,19.3,23.215069444444403,201
2014-06-05,26.9,19.7,22.39180555555549,201
2014-06-06,28.8,17.8,22.732291666666697,201
2014-06-07,27.5,17.6,20.89597222222231,201
2014-06-08,28.0,18.2,22.068263888888875,201
2014-06-09,28.4,18.5,23.281236970118048,201
2014-06-10,28.7,18.4,22.807013888888843,201
2014-06-11,29.9,17.7,23.36472222222223,201
2014-06-12,27.4,17.9,23.000973574408853,201
2014-06-13,29.7,18.4,23.82211404728793,201
2014-06-14,29.0,17.4,23.039652777777796,201
2014-06-15,29.6,17.0,23.00034722222216,201
2014-06-16,28.6,19.4,24.14615384615384,201
2014-06-17,28.4,18.6,23.70374999999995,201
2014-06-18,28.5,19.3,23.4586805555555,201
2014-06-19,28.4,19.0,23.648472222222253,201
2014-06-20,29.8,18.5,23.11979166666667,201
2014-06-21,28.8,18.7,22.95756944444441,201
2014-06-22,28.8,18.8,23.593050729673305,201
2014-06-23,28.7,19.7,23.751458333333296,201
2014-06-24,28.0,17.6,21.969166666666634,201
2014-06-25,24.5,17.6,19.34840277777785,201
2014-06-26,28.3,16.7,21.979513888888928,201
2014-06-27,28.0,17.2,22.53604166666664,201
2014-06-28,27.0,18.0,21.32611111111117,201
2014-06-29,30.3,18.7,23.74194444444446,201
2014-06-30,26.9,18.4,22.337708333333275,201
2014-07-01,28.0,19.3,22.63597222222226,201
2014-07-02,29.0,17.4,22.53068340306827,201
2014-07-03,29.1,18.3,23.131111111111117,201
2014-07-04,28.3,17.1,22.670694444444443,201
2014-07-05,28.9,16.7,22.251874999999963,201
2014-07-06,28.4,17.9,22.954652777777806,201
